ID	Family	Group	Color	New	Check	Information	Function	File	Status	Severity	Comment	Key
34	MISRA C:2023	2 Unused code	Not Applicable	no	2.5 A project should not contain unused macro definitions.	Category: Advisory	Not Computed	C:\Users\sebahattin.babur\Desktop\Webinar Projesi\uav-altitude-hold-do178c-agentic-verification\scripts\uav_altitude_hold_ert_rtw\rtwtypes.h	Unreviewed	Unset		B933A952A95282801AA3460C193340C8715307
35	MISRA C:2023	2 Unused code	Not Applicable	no	2.3 A project should not contain unused type declarations.	Category: Advisory	Not Computed	C:\Users\sebahattin.babur\Desktop\Webinar Projesi\uav-altitude-hold-do178c-agentic-verification\scripts\uav_altitude_hold_ert_rtw\rtwtypes.h	Unreviewed	Unset		1346CCA649A6490A02688E193064CC0123C5CC19
36	MISRA C:2023	2 Unused code	Not Applicable	no	2.3 A project should not contain unused type declarations.	Category: Advisory	Not Computed	C:\Users\sebahattin.babur\Desktop\Webinar Projesi\uav-altitude-hold-do178c-agentic-verification\scripts\uav_altitude_hold_ert_rtw\rtwtypes.h	Unreviewed	Unset		13268DA649A6490A02688E193064CC0123C5CC19
42	MISRA C:2023	2 Unused code	Not Applicable	no	2.3 A project should not contain unused type declarations.	Category: Advisory	Not Computed	C:\Users\sebahattin.babur\Desktop\Webinar Projesi\uav-altitude-hold-do178c-agentic-verification\scripts\uav_altitude_hold_ert_rtw\rtwtypes.h	Unreviewed	Unset		638653A453A4050134478C1832668091E2668C98
31	MISRA C:2023	2 Unused code	Not Applicable	no	2.3 A project should not contain unused type declarations.	Category: Advisory	Not Computed	C:\Users\sebahattin.babur\Desktop\Webinar Projesi\uav-altitude-hold-do178c-agentic-verification\scripts\uav_altitude_hold_ert_rtw\rtwtypes.h	Unreviewed	Unset		C133A952A95282801AA3460C193340C8713346
38	MISRA C:2023	2 Unused code	Not Applicable	no	2.3 A project should not contain unused type declarations.	Category: Advisory	Not Computed	C:\Users\sebahattin.babur\Desktop\Webinar Projesi\uav-altitude-hold-do178c-agentic-verification\scripts\uav_altitude_hold_ert_rtw\rtwtypes.h	Unreviewed	Unset		C953A952A95282801AA3460C193340C8713346
40	MISRA C:2023	2 Unused code	Not Applicable	no	2.5 A project should not contain unused macro definitions.	Category: Advisory	Not Computed	C:\Users\sebahattin.babur\Desktop\Webinar Projesi\uav-altitude-hold-do178c-agentic-verification\scripts\uav_altitude_hold_ert_rtw\rtwtypes.h	Unreviewed	Unset		13660EA649A6490A02688E193064CC0123C54D1C
27	MISRA C:2023	2 Unused code	Not Applicable	no	2.3 A project should not contain unused type declarations.	Category: Advisory	Not Computed	C:\Users\sebahattin.babur\Desktop\Webinar Projesi\uav-altitude-hold-do178c-agentic-verification\scripts\uav_altitude_hold_ert_rtw\rtwtypes.h	Unreviewed	Unset		63E653A453A4050134478C1832668091E2668C19
23	MISRA C:2023	2 Unused code	Not Applicable	no	2.5 A project should not contain unused macro definitions.	Category: Advisory	Not Computed	C:\Users\sebahattin.babur\Desktop\Webinar Projesi\uav-altitude-hold-do178c-agentic-verification\scripts\uav_altitude_hold_ert_rtw\rtwtypes.h	Unreviewed	Unset		13860CA649A6490A02688E193064CC0123C54D1C
30	MISRA C:2023	2 Unused code	Not Applicable	no	2.5 A project should not contain unused macro definitions.	Category: Advisory	Not Computed	C:\Users\sebahattin.babur\Desktop\Webinar Projesi\uav-altitude-hold-do178c-agentic-verification\scripts\uav_altitude_hold_ert_rtw\rtwtypes.h	Unreviewed	Unset		13864DA649A6490A02688E193064CC0123C54D1C
16	MISRA C:2023	2 Unused code	Not Applicable	no	2.5 A project should not contain unused macro definitions.	Category: Advisory	Not Computed	C:\Users\sebahattin.babur\Desktop\Webinar Projesi\uav-altitude-hold-do178c-agentic-verification\scripts\uav_altitude_hold_ert_rtw\rtwtypes.h	Unreviewed	Unset		C903A952A95282801AA3460C193340C8715307
13	MISRA C:2023	2 Unused code	Not Applicable	no	2.5 A project should not contain unused macro definitions.	Category: Advisory	Not Computed	C:\Users\sebahattin.babur\Desktop\Webinar Projesi\uav-altitude-hold-do178c-agentic-verification\scripts\uav_altitude_hold_ert_rtw\rtwtypes.h	Unreviewed	Unset		13864CA649A6490A02688E193064CC0123C54D1C
26	MISRA C:2023	2 Unused code	Not Applicable	no	2.3 A project should not contain unused type declarations.	Category: Advisory	Not Computed	C:\Users\sebahattin.babur\Desktop\Webinar Projesi\uav-altitude-hold-do178c-agentic-verification\scripts\uav_altitude_hold_ert_rtw\rtwtypes.h	Unreviewed	Unset		260D1C4D924D921404D01D3260C89902468B99316A
17	MISRA C:2023	2 Unused code	Not Applicable	no	2.3 A project should not contain unused type declarations.	Category: Advisory	Not Computed	C:\Users\sebahattin.babur\Desktop\Webinar Projesi\uav-altitude-hold-do178c-agentic-verification\scripts\uav_altitude_hold_ert_rtw\rtwtypes.h	Unreviewed	Unset		63A653A453A4050134478C1832668091E2668C19
24	MISRA C:2023	2 Unused code	Not Applicable	no	2.5 A project should not contain unused macro definitions.	Category: Advisory	Not Computed	C:\Users\sebahattin.babur\Desktop\Webinar Projesi\uav-altitude-hold-do178c-agentic-verification\scripts\uav_altitude_hold_ert_rtw\rtwtypes.h	Unreviewed	Unset		13260EA649A6490A02688E193064CC0123C54D1C
39	MISRA C:2023	2 Unused code	Not Applicable	no	2.3 A project should not contain unused type declarations.	Category: Advisory	Not Computed	C:\Users\sebahattin.babur\Desktop\Webinar Projesi\uav-altitude-hold-do178c-agentic-verification\scripts\uav_altitude_hold_ert_rtw\rtwtypes.h	Unreviewed	Unset		632653A453A4050134478C1832668091E2664C9A
28	MISRA C:2023	2 Unused code	Not Applicable	no	2.5 A project should not contain unused macro definitions.	Category: Advisory	Not Computed	C:\Users\sebahattin.babur\Desktop\Webinar Projesi\uav-altitude-hold-do178c-agentic-verification\scripts\uav_altitude_hold_ert_rtw\rtwtypes.h	Unreviewed	Unset		13464DA649A6490A02688E193064CC0123C54D1C
37	MISRA C:2023	2 Unused code	Not Applicable	no	2.3 A project should not contain unused type declarations.	Category: Advisory	Not Computed	C:\Users\sebahattin.babur\Desktop\Webinar Projesi\uav-altitude-hold-do178c-agentic-verification\scripts\uav_altitude_hold_ert_rtw\rtwtypes.h	Unreviewed	Unset		630753A453A4050134478C1832668091E2664C9A
41	MISRA C:2023	2 Unused code	Not Applicable	no	2.3 A project should not contain unused type declarations.	Category: Advisory	Not Computed	C:\Users\sebahattin.babur\Desktop\Webinar Projesi\uav-altitude-hold-do178c-agentic-verification\scripts\uav_altitude_hold_ert_rtw\rtwtypes.h	Unreviewed	Unset		636653A453A4050134478C1832668091E2664C19
21	MISRA C:2023	2 Unused code	Not Applicable	no	2.5 A project should not contain unused macro definitions.	Category: Advisory	Not Computed	C:\Users\sebahattin.babur\Desktop\Webinar Projesi\uav-altitude-hold-do178c-agentic-verification\scripts\uav_altitude_hold_ert_rtw\rtwtypes.h	Unreviewed	Unset		13868CA649A6490A02688E193064CC0123C54D1C
20	MISRA C:2023	2 Unused code	Not Applicable	no	2.3 A project should not contain unused type declarations.	Category: Advisory	Not Computed	C:\Users\sebahattin.babur\Desktop\Webinar Projesi\uav-altitude-hold-do178c-agentic-verification\scripts\uav_altitude_hold_ert_rtw\rtwtypes.h	Unreviewed	Unset		13068CA649A6490A02688E193064CC0123C5CC19
43	MISRA C:2023	2 Unused code	Not Applicable	no	2.3 A project should not contain unused type declarations.	Category: Advisory	Not Computed	C:\Users\sebahattin.babur\Desktop\Webinar Projesi\uav-altitude-hold-do178c-agentic-verification\scripts\uav_altitude_hold_ert_rtw\rtwtypes.h	Unreviewed	Unset		13660CA649A6490A02688E193064CC0123C5CC19
44	MISRA C:2023	8 Declarations and definitions	Not Applicable	no	8.7 Functions and objects should not be defined with external linkage if they are referenced in only one translation unit.	Category: Advisory	File Scope	C:\Users\sebahattin.babur\Desktop\Webinar Projesi\uav-altitude-hold-do178c-agentic-verification\scripts\uav_altitude_hold_ert_rtw\uav_altitude_hold.c	Justified	Low	ERT main/integration TU sets/reads this struct	238653A453A4050134478C18326680C1E2E68C9A
46	MISRA C:2023	8 Declarations and definitions	Not Applicable	no	8.7 Functions and objects should not be defined with external linkage if they are referenced in only one translation unit.	Category: Advisory	File Scope	C:\Users\sebahattin.babur\Desktop\Webinar Projesi\uav-altitude-hold-do178c-agentic-verification\scripts\uav_altitude_hold_ert_rtw\uav_altitude_hold.c	Justified	Low	ERT main/integration TU sets/reads this struct	232653A453A4050134478C18326680C1E2E68C99
45	MISRA C:2023	8 Declarations and definitions	Not Applicable	no	8.7 Functions and objects should not be defined with external linkage if they are referenced in only one translation unit.	Category: Advisory	File Scope	C:\Users\sebahattin.babur\Desktop\Webinar Projesi\uav-altitude-hold-do178c-agentic-verification\scripts\uav_altitude_hold_ert_rtw\uav_altitude_hold.c	Justified	Low	ERT main/integration TU sets/reads this struct	23E653A453A4050134478C18326680C1E2E68C9A
